qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
5860,900,1,131,44,1,01:31.7,01:42.9,01:44.2
5861,900,817,9,3,2,01:30.8,01:42.3,01:44.5
5862,900,3,131,6,3,01:32.6,01:42.3,01:44.6
5863,900,825,1,20,4,01:30.9,01:43.2,01:45.7
5864,900,4,6,14,5,01:31.4,01:42.8,01:45.8
5865,900,818,5,25,6,01:33.5,01:43.8,01:45.9
5866,900,807,10,27,7,01:33.9,01:43.7,01:46.0
5867,900,826,5,26,8,01:33.8,01:44.3,01:47.4
5868,900,13,3,19,9,01:31.2,01:44.2,01:48.1
5869,900,822,3,77,10,01:31.6,01:43.9,01:48.1
5870,900,18,1,22,11,01:31.4,01:44.4,\N
5871,900,8,6,7,12,01:32.4,01:44.5,\N
5872,900,20,9,1,13,01:31.9,01:44.7,\N
5873,900,16,15,99,14,01:33.7,01:45.7,\N
5874,900,155,207,10,15,01:34.3,01:45.9,\N
5875,900,815,10,11,16,01:34.1,01:47.3,\N
5876,900,820,206,4,17,01:34.3,\N,\N
5877,900,824,206,17,18,01:34.8,\N,\N
5878,900,821,15,21,19,01:35.1,\N,\N
5879,900,828,207,9,20,01:35.2,\N,\N
5880,900,154,208,8,21,01:37.0,\N,\N
5881,900,813,208,13,22,\N,\N,\N
5882,901,1,131,44,1,01:57.2,01:59.0,01:59.4
5883,901,20,9,1,2,01:57.7,01:59.4,01:59.5
5884,901,3,131,6,3,01:57.2,01:59.4,02:00.1
5885,901,4,6,14,4,01:58.9,02:01.4,02:00.2
5886,901,817,9,3,5,01:58.9,02:00.1,02:00.5
5887,901,8,6,7,6,01:59.3,02:01.5,02:01.2
5888,901,807,10,27,7,01:58.9,02:00.8,02:01.7
5889,901,825,1,20,8,02:00.4,02:02.1,02:02.2
5890,901,818,5,25,9,02:01.7,02:02.1,02:03.1
5891,901,18,1,22,10,02:00.9,02:01.8,02:04.1
5892,901,826,5,26,11,02:01.2,02:02.4,\N
5893,901,821,15,21,12,02:01.1,02:02.4,\N
5894,901,13,3,19,13,02:00.0,02:02.5,\N
5895,901,815,10,11,14,02:00.1,02:02.5,\N
5896,901,822,3,77,15,01:59.7,02:02.8,\N
5897,901,154,208,8,16,02:00.2,02:02.9,\N
5898,901,813,208,13,17,02:02.1,\N,\N
5899,901,16,15,99,18,02:02.1,\N,\N
5900,901,824,206,17,19,02:02.7,\N,\N
5901,901,155,207,10,20,02:03.6,\N,\N
5902,901,820,206,4,21,02:04.4,\N,\N
5903,901,828,207,9,22,02:04.4,\N,\N
5904,902,3,131,6,1,01:35.4,01:33.7,01:33.2
5905,902,1,131,44,2,01:35.3,01:33.9,01:33.5
5906,902,817,9,3,3,01:36.2,01:34.6,01:34.1
5907,902,822,3,77,4,01:34.9,01:34.8,01:34.2
5908,902,815,10,11,5,01:35.0,01:34.7,01:34.3
5909,902,8,6,7,6,01:35.2,01:34.9,01:34.4
5910,902,18,1,22,7,01:35.7,01:34.7,01:34.4
5911,902,13,3,19,8,01:35.1,01:34.8,01:34.5
5912,902,825,1,20,9,01:35.3,01:34.9,01:34.7
5913,902,4,6,14,10,01:35.3,01:34.7,01:35.0
5914,902,20,9,1,11,01:35.5,01:35.0,\N
5915,902,807,10,27,12,01:34.9,01:35.1,\N
5916,902,826,5,26,13,01:35.4,01:35.1,\N
5917,902,818,5,25,14,01:35.8,01:35.3,\N
5918,902,821,15,21,15,01:36.6,01:35.9,\N
5919,902,154,208,8,16,01:36.7,01:35.9,\N
5920,902,813,208,13,17,01:36.7,\N,\N
5921,902,16,15,99,18,01:36.8,\N,\N
5922,902,155,207,10,19,01:37.1,\N,\N
5923,902,824,206,17,20,01:37.3,\N,\N
5924,902,828,207,9,21,01:37.9,\N,\N
5925,902,820,206,4,22,01:37.9,\N,\N
5950,903,1,131,44,1,01:55.5,01:54.0,01:53.9
5951,903,817,9,3,2,01:56.6,01:55.3,01:54.5
5952,903,20,9,1,3,01:55.9,01:54.5,01:55.0
5953,903,3,131,6,4,01:56.1,01:55.3,01:55.1
5954,903,4,6,14,5,01:57.0,01:55.8,01:55.6
5955,903,13,3,19,6,01:56.8,01:56.8,01:56.1
5956,903,822,3,77,7,01:56.5,01:56.3,01:56.3
5957,903,807,10,27,8,01:55.9,01:56.8,01:56.4
5958,903,818,5,25,9,01:57.5,01:56.6,01:56.8
5959,903,154,208,8,10,01:58.4,01:56.4,01:57.1
5960,903,8,6,7,11,01:58.3,01:56.9,\N
5961,903,18,1,22,12,01:57.8,01:57.0,\N
5962,903,826,5,26,13,01:57.3,01:57.3,\N
5963,903,16,15,99,14,01:58.1,01:57.4,\N
5964,903,825,1,20,15,01:57.4,01:57.7,\N
5965,903,815,10,11,16,01:58.4,01:58.3,\N
5966,903,821,15,21,17,01:59.0,\N,\N
5967,903,155,207,10,18,01:59.3,\N,\N
5968,903,824,206,17,19,01:59.3,\N,\N
5969,903,828,207,9,20,02:00.6,\N,\N
5970,903,820,206,4,21,02:00.9,\N,\N
5971,903,813,208,13,22,\N,\N,\N
5972,904,1,131,44,1,01:27.2,01:26.2,01:25.2
5973,904,3,131,6,2,01:26.8,01:26.1,01:25.4
5974,904,817,9,3,3,01:28.1,01:26.6,01:26.3
5975,904,822,3,77,4,01:28.2,01:27.6,01:26.6
5976,904,154,208,8,5,01:28.5,01:27.3,01:27.0
5977,904,8,6,7,6,01:28.3,01:27.3,01:27.1
5978,904,4,6,14,7,01:28.3,01:27.6,01:27.1
5979,904,18,1,22,8,01:28.3,01:27.6,01:27.3
5980,904,13,3,19,9,01:28.1,01:27.0,01:27.4
5981,904,20,9,1,10,01:28.0,01:27.1,\N
5982,904,807,10,27,11,01:28.2,01:27.7,\N
5983,904,815,10,11,12,01:28.5,01:28.0,\N
5984,904,826,5,26,13,01:28.1,01:28.0,\N
5985,904,821,15,21,14,01:28.4,01:28.3,\N
5986,904,825,1,20,15,01:28.4,\N,\N
5987,904,818,5,25,16,01:28.2,\N,\N
5988,904,16,15,99,17,01:28.6,\N,\N
5989,904,820,206,4,18,01:29.6,\N,\N
5990,904,824,206,17,19,01:30.2,\N,\N
5991,904,828,207,9,20,01:30.3,\N,\N
5992,904,155,207,10,21,01:30.4,\N,\N
5993,904,813,208,13,22,\N,\N,\N
5994,905,3,131,6,1,01:17.7,01:16.5,01:16.0
5995,905,1,131,44,2,01:17.8,01:16.4,01:16.0
5996,905,817,9,3,3,01:17.9,01:17.2,01:16.4
5997,905,20,9,1,4,01:18.4,01:17.1,01:16.5
5998,905,4,6,14,5,01:17.9,01:17.2,01:16.7
5999,905,8,6,7,6,01:17.9,01:17.4,01:17.4
6000,905,818,5,25,7,01:17.6,01:17.7,01:17.5
6001,905,825,1,20,8,01:18.0,01:17.6,01:17.6
6002,905,826,5,26,9,01:18.6,01:17.6,01:18.1
6003,905,815,10,11,10,01:18.1,01:17.8,01:18.3
6004,905,807,10,27,11,01:18.4,01:17.8,\N
6005,905,18,1,22,12,01:17.9,01:18.0,\N
6006,905,822,3,77,13,01:18.4,01:18.1,\N
6007,905,154,208,8,14,01:18.3,01:18.2,\N
6008,905,813,208,13,15,01:18.6,01:18.4,\N
6009,905,13,3,19,16,01:18.2,\N,\N
6010,905,821,15,21,17,01:18.7,\N,\N
6011,905,16,15,99,18,01:18.7,\N,\N
6012,905,824,206,17,19,01:19.3,\N,\N
6013,905,820,206,4,20,01:19.9,\N,\N
6014,905,155,207,10,21,01:20.1,\N,\N
6015,905,828,207,9,22,01:21.7,\N,\N
6016,906,3,131,6,1,01:16.5,01:15.3,01:14.9
6017,906,1,131,44,2,01:15.8,01:15.1,01:15.0
6018,906,20,9,1,3,01:17.5,01:16.1,01:15.5
6019,906,822,3,77,4,01:16.8,01:15.8,01:15.6
6020,906,13,3,19,5,01:16.7,01:15.8,01:15.6
6021,906,817,9,3,6,01:17.1,01:15.9,01:15.6
6022,906,4,6,14,7,01:17.0,01:16.1,01:15.8
6023,906,818,5,25,8,01:17.2,01:16.3,01:16.2
6024,906,18,1,22,9,01:16.6,01:16.2,01:16.2
6025,906,8,6,7,10,01:17.0,01:16.2,01:16.2
6026,906,807,10,27,11,01:16.9,01:16.3,\N
6027,906,825,1,20,12,01:16.4,01:16.3,\N
6028,906,815,10,11,13,01:18.2,01:16.5,\N
6029,906,154,208,8,14,01:17.7,01:16.7,\N
6030,906,826,5,26,15,01:16.9,01:16.7,\N
6031,906,16,15,99,16,01:17.5,01:17.3,\N
6032,906,813,208,13,17,01:18.3,\N,\N
6033,906,820,206,4,18,01:18.3,\N,\N
6034,906,824,206,17,19,01:18.4,\N,\N
6035,906,155,207,10,20,01:19.3,\N,\N
6036,906,828,207,9,21,01:19.8,\N,\N
6037,906,821,15,21,22,\N,\N,\N
6038,907,13,3,19,1,01:10.3,01:09.2,01:08.8
6039,907,822,3,77,2,01:10.4,01:09.1,01:08.8
6040,907,3,131,6,3,01:09.7,01:09.0,01:08.9
6041,907,4,6,14,4,01:10.4,01:09.5,01:09.3
6042,907,817,9,3,5,01:10.4,01:09.6,01:09.5
6043,907,825,1,20,6,01:10.1,01:09.5,01:09.5
6044,907,826,5,26,7,01:09.7,01:09.5,01:09.6
6045,907,8,6,7,8,01:10.3,01:09.7,01:10.8
6046,907,1,131,44,9,01:09.5,01:09.1,\N
6047,907,807,10,27,10,01:10.4,01:09.6,\N
6048,907,815,10,11,11,01:10.1,01:09.8,\N
6049,907,18,1,22,12,01:10.3,01:09.8,\N
6050,907,20,9,1,13,01:10.6,01:09.8,\N
6051,907,813,208,13,14,01:10.8,01:09.9,\N
6052,907,818,5,25,15,01:10.2,01:10.1,\N
6053,907,154,208,8,16,01:10.5,01:10.6,\N
6054,907,16,15,99,17,01:10.8,\N,\N
6055,907,821,15,21,18,01:11.3,\N,\N
6056,907,824,206,17,19,01:11.4,\N,\N
6057,907,155,207,10,20,01:11.7,\N,\N
6058,907,820,206,4,21,01:11.8,\N,\N
6059,907,828,207,9,22,01:12.7,\N,\N
6060,908,3,131,6,1,01:40.4,01:35.2,01:35.8
6061,908,20,9,1,2,01:45.1,01:36.4,01:37.4
6062,908,18,1,22,3,01:44.4,01:36.6,01:38.2
6063,908,807,10,27,4,01:41.3,01:37.1,01:38.3
6064,908,825,1,20,5,01:42.5,01:37.4,01:38.4
6065,908,1,131,44,6,01:41.1,01:34.9,01:39.2
6066,908,815,10,11,7,01:42.1,01:37.4,01:40.5
6067,908,817,9,3,8,01:44.7,01:38.2,01:40.6
6068,908,826,5,26,9,01:41.0,01:36.8,01:40.7
6069,908,818,5,25,10,01:43.0,01:37.8,01:40.9
6070,908,154,208,8,11,01:43.1,01:38.5,\N
6071,908,824,206,17,12,01:41.2,01:38.7,\N
6072,908,820,206,4,13,01:42.1,01:39.8,\N
6073,908,821,15,21,14,01:43.3,01:40.9,\N
6074,908,813,208,13,15,01:43.9,01:44.0,\N
6075,908,16,15,99,16,01:42.6,\N,\N
6076,908,822,3,77,17,01:45.3,\N,\N
6077,908,13,3,19,18,01:45.7,\N,\N
6078,908,4,6,14,19,01:45.9,\N,\N
6079,908,8,6,7,20,01:46.7,\N,\N
6080,908,828,207,9,21,01:49.4,\N,\N
6081,908,155,207,10,22,01:49.6,\N,\N
6082,909,3,131,6,1,01:17.6,01:17.1,01:16.5
6083,909,822,3,77,2,01:18.2,01:17.4,01:16.8
6084,909,13,3,19,3,01:18.4,01:17.4,01:17.1
6085,909,825,1,20,4,01:18.3,01:17.8,01:17.2
6086,909,817,9,3,5,01:18.1,01:17.9,01:17.3
6087,909,20,9,1,6,01:18.2,01:17.6,01:17.6
6088,909,4,6,14,7,01:18.4,01:17.9,01:17.6
6089,909,826,5,26,8,01:18.5,01:18.1,01:18.0
6090,909,807,10,27,9,01:18.9,01:18.0,01:18.0
6091,909,815,10,11,10,01:18.9,01:18.2,01:18.0
6092,909,18,1,22,11,01:18.4,01:18.2,\N
6093,909,8,6,7,12,01:18.5,01:18.3,\N
6094,909,818,5,25,13,01:18.5,01:18.3,\N
6095,909,821,15,21,14,01:18.7,01:18.8,\N
6096,909,154,208,8,15,01:18.9,01:19.0,\N
6097,909,1,131,44,16,01:18.7,\N,\N
6098,909,16,15,99,17,01:19.1,\N,\N
6099,909,824,206,17,18,01:18.7,\N,\N
6100,909,813,208,13,19,01:20.2,\N,\N
6101,909,155,207,10,20,01:20.4,\N,\N
6102,909,820,206,4,21,01:20.5,\N,\N
6103,909,828,207,9,22,\N,\N,\N
6104,910,3,131,6,1,01:25.2,01:23.3,01:22.7
6105,910,20,9,1,2,01:25.7,01:23.6,01:23.2
6106,910,822,3,77,3,01:25.7,01:23.8,01:23.4
6107,910,817,9,3,4,01:25.5,01:23.7,01:23.4
6108,910,4,6,14,5,01:26.1,01:24.2,01:23.9
6109,910,13,3,19,6,01:26.6,01:24.0,01:24.2
6110,910,18,1,22,7,01:26.6,01:24.5,01:24.3
6111,910,818,5,25,8,01:24.9,01:24.6,01:24.7
6112,910,807,10,27,9,01:26.1,01:24.6,01:24.8
6113,910,825,1,20,10,01:26.6,01:24.6,\N
6114,910,826,5,26,11,01:25.4,01:24.7,\N
6115,910,16,15,99,12,01:26.0,01:25.1,\N
6116,910,815,10,11,13,01:25.9,01:25.2,\N
6117,910,821,15,21,14,01:25.7,01:25.3,\N
6118,910,154,208,8,15,01:26.1,01:25.3,\N
6119,910,824,206,17,16,01:26.7,01:27.4,\N
6120,910,8,6,7,17,01:26.8,\N,\N
6121,910,155,207,10,18,01:27.1,\N,\N
6122,910,820,206,4,19,01:27.8,\N,\N
6123,910,828,207,9,20,01:28.6,\N,\N
6124,910,1,131,44,21,\N,\N,\N
6125,910,813,208,13,22,\N,\N,\N
6126,911,3,131,6,1,02:07.1,02:06.7,02:05.6
6127,911,1,131,44,2,02:07.3,02:06.6,02:05.8
6128,911,20,9,1,3,02:10.1,02:08.9,02:07.7
6129,911,4,6,14,4,02:10.2,02:08.4,02:07.8
6130,911,817,9,3,5,02:10.1,02:09.0,02:07.9
6131,911,822,3,77,6,02:09.2,02:08.5,02:08.0
6132,911,825,1,20,7,02:11.1,02:08.9,02:08.7
6133,911,8,6,7,8,02:09.9,02:08.6,02:08.8
6134,911,13,3,19,9,02:08.4,02:08.8,02:09.2
6135,911,18,1,22,10,02:10.5,02:09.3,02:09.8
6136,911,826,5,26,11,02:10.4,02:09.4,\N
6137,911,818,5,25,12,02:09.8,02:09.8,\N
6138,911,815,10,11,13,02:10.7,02:10.1,\N
6139,911,16,15,99,14,02:11.1,02:10.2,\N
6140,911,154,208,8,15,02:10.9,02:11.1,\N
6141,911,824,206,17,16,02:11.1,02:12.5,\N
6142,911,813,208,13,17,02:11.3,\N,\N
6143,911,807,10,27,18,02:11.3,\N,\N
6144,911,820,206,4,19,02:12.6,\N,\N
6145,911,821,15,21,20,02:13.4,\N,\N
6146,911,827,207,45,21,02:13.5,\N,\N
6147,911,828,207,9,22,02:14.4,\N,\N
6148,912,1,131,44,1,01:25.4,01:24.6,01:24.1
6149,912,3,131,6,2,01:25.5,01:24.6,01:24.4
6150,912,822,3,77,3,01:26.0,01:24.9,01:24.7
6151,912,13,3,19,4,01:25.5,01:25.0,01:24.9
6152,912,825,1,20,5,01:26.3,01:26.0,01:25.3
6153,912,18,1,22,6,01:26.3,01:25.6,01:25.4
6154,912,4,6,14,7,01:26.5,01:25.5,01:25.4
6155,912,20,9,1,8,01:26.6,01:25.8,01:25.4
6156,912,817,9,3,9,01:26.7,01:25.9,01:25.7
6157,912,815,10,11,10,01:26.6,01:25.9,01:25.9
6158,912,826,5,26,11,01:26.3,01:26.1,\N
6159,912,8,6,7,12,01:26.7,01:26.1,\N
6160,912,818,5,25,13,01:26.1,01:26.2,\N
6161,912,807,10,27,14,01:26.4,01:26.3,\N
6162,912,16,15,99,15,01:27.0,01:26.6,\N
6163,912,821,15,21,16,01:27.0,01:26.7,\N
6164,912,813,208,13,17,01:27.5,\N,\N
6165,912,154,208,8,18,01:27.6,\N,\N
6166,912,155,207,10,19,01:27.7,\N,\N
6167,912,824,206,17,20,01:27.7,\N,\N
6168,912,820,206,4,21,01:28.2,\N,\N
6169,912,828,207,9,22,01:28.6,\N,\N
6170,913,1,131,44,1,01:46.9,01:46.3,01:45.7
6171,913,3,131,6,2,01:47.2,01:45.8,01:45.7
6172,913,817,9,3,3,01:47.5,01:46.5,01:45.9
6173,913,20,9,1,4,01:47.5,01:46.6,01:45.9
6174,913,4,6,14,5,01:46.9,01:46.3,01:45.9
6175,913,13,3,19,6,01:47.6,01:46.5,01:46.0
6176,913,8,6,7,7,01:46.7,01:46.4,01:46.2
6177,913,822,3,77,8,01:47.2,01:46.6,01:46.2
6178,913,825,1,20,9,01:48.0,01:46.7,01:46.3
6179,913,826,5,26,10,01:47.7,01:46.9,01:47.4
6180,913,18,1,22,11,01:47.2,01:46.9,\N
6181,913,818,5,25,12,01:47.4,01:47.0,\N
6182,913,807,10,27,13,01:47.4,01:47.3,\N
6183,913,821,15,21,14,01:48.0,01:47.3,\N
6184,913,815,10,11,15,01:48.1,01:47.6,\N
6185,913,154,208,8,16,01:47.9,01:47.8,\N
6186,913,16,15,99,17,01:48.3,\N,\N
6187,913,813,208,13,18,01:49.1,\N,\N
6188,913,824,206,17,19,01:49.4,\N,\N
6189,913,155,207,10,20,01:50.4,\N,\N
6190,913,820,206,4,21,01:50.5,\N,\N
6191,913,828,207,9,22,01:52.3,\N,\N
6192,914,3,131,6,1,01:33.7,01:33.0,01:32.5
6193,914,1,131,44,2,01:33.6,01:33.0,01:32.7
6194,914,822,3,77,3,01:34.3,01:33.4,01:33.1
6195,914,13,3,19,4,01:34.5,01:33.6,01:33.5
6196,914,4,6,14,5,01:34.5,01:33.7,01:33.7
6197,914,817,9,3,6,01:35.6,01:34.5,01:34.1
6198,914,825,1,20,7,01:34.9,01:34.2,01:34.2
6199,914,18,1,22,8,01:35.2,01:34.6,01:34.3
6200,914,20,9,1,9,01:35.5,01:34.8,01:34.4
6201,914,8,6,7,10,01:35.0,01:34.8,01:34.5
6202,914,818,5,25,11,01:35.2,01:35.0,\N
6203,914,815,10,11,12,01:35.4,01:35.1,\N
6204,914,826,5,26,13,01:35.2,01:35.1,\N
6205,914,807,10,27,14,01:35.0,01:35.1,\N
6206,914,16,15,99,15,01:35.7,01:35.4,\N
6207,914,821,15,21,16,01:35.3,01:35.7,\N
6208,914,813,208,13,17,01:35.9,\N,\N
6209,914,154,208,8,18,01:36.0,\N,\N
6210,914,828,207,9,19,01:36.8,\N,\N
6211,914,824,206,17,20,01:36.9,\N,\N
6212,914,155,207,10,21,01:37.0,\N,\N
6213,914,820,206,4,22,01:37.5,\N,\N
6214,915,1,131,44,1,01:38.8,01:38.3,01:38.5
6215,915,3,131,6,2,01:39.1,01:38.6,01:38.7
6216,915,822,3,77,3,01:39.1,01:39.0,01:38.9
6217,915,18,1,22,4,01:39.6,01:39.4,01:39.1
6218,915,826,5,26,5,01:40.1,01:39.3,01:39.3
6219,915,825,1,20,6,01:39.7,01:39.0,01:39.6
6220,915,817,9,3,7,01:40.5,01:39.7,01:39.6
6221,915,4,6,14,8,01:40.3,01:39.8,01:39.7
6222,915,8,6,7,9,01:40.1,01:39.8,01:39.8
6223,915,818,5,25,10,01:40.4,01:39.9,01:40.0
6224,915,20,9,1,11,01:40.4,01:40.1,\N
6225,915,807,10,27,12,01:40.3,01:40.1,\N
6226,915,815,10,11,13,01:40.7,01:40.2,\N
6227,915,821,15,21,14,01:41.2,01:40.5,\N
6228,915,16,15,99,15,01:40.8,01:41.0,\N
6229,915,154,208,8,16,01:42.5,01:41.4,\N
6230,915,828,207,9,17,01:42.6,\N,\N
6231,915,13,3,19,18,01:43.1,\N,\N
6232,915,155,207,10,19,01:43.2,\N,\N
6233,915,813,208,13,20,01:43.2,\N,\N
6234,915,820,206,4,21,01:43.6,\N,\N
6235,916,3,131,6,1,01:38.3,01:36.3,01:36.1
6236,916,1,131,44,2,01:37.2,01:37.3,01:36.4
6237,916,822,3,77,3,01:38.2,01:37.5,01:36.9
6238,916,13,3,19,4,01:37.9,01:37.3,01:37.2
6239,916,817,9,3,5,01:38.8,01:37.9,01:37.2
6240,916,4,6,14,6,01:38.3,01:38.0,01:37.6
6241,916,18,1,22,7,01:38.6,01:38.0,01:37.7
6242,916,825,1,20,8,01:38.6,01:38.0,01:37.7
6243,916,8,6,7,9,01:38.7,01:38.3,01:37.8
6244,916,16,15,99,10,01:38.9,01:38.4,01:38.8
6245,916,813,208,13,11,01:38.6,01:38.5,\N
6246,916,815,10,11,12,01:39.2,01:38.6,\N
6247,916,807,10,27,13,01:38.9,01:38.6,\N
6248,916,826,5,26,14,01:38.9,01:38.7,\N
6249,916,818,5,25,15,01:39.3,\N,\N
6250,916,821,15,21,16,01:39.6,\N,\N
6251,916,20,9,1,17,01:39.6,\N,\N
6252,916,154,208,8,18,01:39.7,\N,\N
6253,917,3,131,6,1,01:10.3,01:10.3,01:10.0
6254,917,1,131,44,2,01:10.5,01:10.7,01:10.1
6255,917,13,3,19,3,01:10.6,01:10.3,01:10.2
6256,917,822,3,77,4,01:10.8,01:10.4,01:10.3
6257,917,18,1,22,5,01:11.1,01:11.1,01:10.9
6258,917,20,9,1,6,01:11.9,01:11.1,01:10.9
6259,917,825,1,20,7,01:11.1,01:11.2,01:11.0
6260,917,4,6,14,8,01:11.6,01:11.2,01:11.0
6261,917,817,9,3,9,01:11.6,01:11.2,01:11.1
6262,917,8,6,7,10,01:11.2,01:11.2,01:11.1
6263,917,821,15,21,11,01:11.5,01:11.6,\N
6264,917,807,10,27,12,01:11.8,01:12.0,\N
6265,917,16,15,99,13,01:11.9,01:12.1,\N
6266,917,826,5,26,14,01:11.4,\N,\N
6267,917,154,208,8,15,01:12.0,\N,\N
6268,917,818,5,25,16,01:12.0,\N,\N
6269,917,815,10,11,17,01:12.1,\N,\N
6270,917,813,208,13,18,01:12.2,\N,\N
6305,918,821,15,21,15,01:42.8,\N,\N
6304,918,154,208,8,14,01:42.8,\N,\N
6303,918,16,15,99,13,01:42.7,01:43.1,\N
6302,918,807,10,27,12,01:42.4,01:42.4,\N
6301,918,815,10,11,11,01:42.7,01:42.2,\N
6300,918,818,5,25,10,01:42.4,01:42.2,\N
6299,918,825,1,20,9,01:42.1,01:42.2,\N
6298,918,4,6,14,8,01:42.5,01:41.9,01:42.9
6297,918,8,6,7,7,01:42.4,01:42.2,01:42.2
6296,918,18,1,22,6,01:42.1,01:41.9,01:42.0
6295,918,826,5,26,5,01:42.3,01:42.1,01:41.9
6294,918,13,3,19,4,01:41.5,01:41.1,01:41.1
6293,918,822,3,77,3,01:42.3,01:41.4,01:41.0
6292,918,1,131,44,2,01:41.2,01:40.9,01:40.9
6291,918,3,131,6,1,01:41.3,01:41.5,01:40.5
6306,918,813,208,13,16,01:42.9,\N,\N
6307,918,155,207,10,17,01:44.5,\N,\N
6308,918,829,207,46,18,01:45.1,\N,\N
6309,926,1,131,44,1,01:28.6,01:26.9,01:26.3
6310,926,3,131,6,2,01:28.9,01:27.1,01:26.9
6311,926,13,3,19,3,01:29.2,01:27.9,01:27.7
6312,926,20,6,5,4,01:29.3,01:27.7,01:27.8
6313,926,8,6,7,5,01:29.8,01:27.8,01:27.8
6314,926,822,3,77,6,01:29.6,01:27.8,01:28.1
6315,926,817,9,3,7,01:29.8,01:28.7,01:28.3
6316,926,832,5,55,8,01:29.6,01:28.6,01:28.5
6317,926,154,208,8,9,01:29.5,01:28.6,01:28.6
6318,926,813,208,13,10,01:29.8,01:28.7,01:29.5
6319,926,831,15,12,11,01:30.4,01:28.8,\N
6320,926,830,5,33,12,01:29.2,01:28.9,\N
6321,926,826,9,26,13,01:30.4,01:29.1,\N
6322,926,807,10,27,14,01:29.7,01:29.2,\N
6323,926,815,10,11,15,01:30.0,01:29.2,\N
6324,926,828,15,9,16,01:31.4,\N,\N
6325,926,18,1,22,17,01:31.4,\N,\N
6326,926,825,1,20,18,01:32.0,\N,\N
6327,927,1,131,44,1,01:39.3,01:41.5,01:49.8
6328,927,20,6,5,2,01:39.8,01:39.6,01:49.9
6329,927,3,131,6,3,01:39.4,01:39.4,01:50.3
6330,927,817,9,3,4,01:40.5,01:41.1,01:51.5
6331,927,826,9,26,5,01:40.5,01:41.7,01:52.0
6332,927,830,5,33,6,01:40.8,01:41.4,01:52.0
6333,927,13,3,19,7,01:40.5,01:41.2,01:52.5
6334,927,154,208,8,8,01:40.3,01:41.2,01:53.0
6335,927,822,3,77,9,01:40.2,01:40.7,01:53.2
6336,927,828,15,9,10,01:40.3,01:41.7,01:53.3
6337,927,8,6,7,11,01:40.4,01:42.2,\N
6338,927,813,208,13,12,01:40.4,01:42.2,\N
6339,927,807,10,27,13,01:40.8,01:43.0,\N
6340,927,815,10,11,14,01:41.0,01:43.5,\N
6341,927,832,5,55,15,01:39.8,01:43.7,\N
6342,927,831,15,12,16,01:41.3,\N,\N
6343,927,18,1,22,17,01:41.6,\N,\N
6344,927,4,1,14,18,01:41.7,\N,\N
6345,927,833,209,98,19,01:46.7,\N,\N
6346,928,1,131,44,1,01:38.3,01:36.4,01:35.8
6347,928,3,131,6,2,01:38.5,01:36.7,01:35.8
6348,928,20,6,5,3,01:37.5,01:37.0,01:36.7
6349,928,13,3,19,4,01:38.4,01:37.4,01:37.0
6350,928,822,3,77,5,01:38.0,01:37.8,01:37.1
6351,928,8,6,7,6,01:37.8,01:37.1,01:37.2
6352,928,817,9,3,7,01:38.5,01:37.9,01:37.5
6353,928,154,208,8,8,01:38.2,01:38.1,01:37.9
6354,928,831,15,12,9,01:38.5,01:38.0,01:38.1
6355,928,828,15,9,10,01:38.9,01:38.1,01:38.2
6356,928,813,208,13,11,01:38.6,01:38.1,\N
6357,928,826,9,26,12,01:39.1,01:38.2,\N
6358,928,830,5,33,13,01:38.4,01:38.4,\N
6359,928,832,5,55,14,01:38.6,01:38.5,\N
6360,928,815,10,11,15,01:38.9,01:39.3,\N
6361,928,807,10,27,16,01:39.2,\N,\N
6362,928,18,1,22,17,01:39.3,\N,\N
6363,928,4,1,14,18,01:39.3,\N,\N
6364,928,829,209,28,19,01:42.1,\N,\N
6365,928,833,209,98,20,01:42.8,\N,\N
6366,929,1,131,44,1,01:33.9,01:32.7,01:32.6
6367,929,20,6,5,2,01:34.9,01:33.6,01:33.0
6368,929,3,131,6,3,01:34.4,01:33.9,01:33.1
6369,929,8,6,7,4,01:34.6,01:33.5,01:33.2
6370,929,822,3,77,5,01:34.2,01:33.9,01:33.4
6371,929,13,3,19,6,01:34.5,01:33.6,01:33.7
6372,929,817,9,3,7,01:34.7,01:34.4,01:33.8
6373,929,807,10,27,8,01:35.7,01:34.6,01:34.5
6374,929,832,5,55,9,01:35.4,01:34.6,01:34.5
6375,929,154,208,8,10,01:35.0,01:34.1,01:34.5
6376,929,815,10,11,11,01:35.5,01:34.7,\N
6377,929,831,15,12,12,01:35.3,01:34.7,\N
6378,929,828,15,9,13,01:35.4,01:35.0,\N
6379,929,4,1,14,14,01:35.2,01:35.0,\N
6380,929,830,5,33,15,01:35.6,01:35.1,\N
6381,929,813,208,13,16,01:35.7,\N,\N
6382,929,826,9,26,17,01:35.8,\N,\N
6383,929,829,209,28,18,01:38.7,\N,\N
6384,929,833,209,98,19,01:39.7,\N,\N
6385,930,3,131,6,1,01:26.5,01:25.2,01:24.7
6386,930,1,131,44,2,01:26.4,01:25.7,01:24.9
6387,930,20,6,5,3,01:27.5,01:26.2,01:25.5
6388,930,822,3,77,4,01:27.3,01:26.2,01:25.7
6389,930,832,5,55,5,01:26.8,01:26.5,01:26.1
6390,930,830,5,33,6,01:27.4,01:26.4,01:26.2
6391,930,8,6,7,7,01:26.6,01:26.0,01:26.4
